part_num,part_name,part_cat_id,year_from,year_to,part_url,part_img_url,prints,molds,alternates,print_of,external_ids.BrickLink,external_ids.BrickOwl,external_ids.Brickset,external_ids.LDraw,external_ids.LEGO,external_ids.Peeron,category_name,dim1,dim2,dim3,bracket_info
75895,Sticker Sheet for Set 9558-1,58,2012,2012,https://rebrickable.com/parts/75895/sticker-sheet-for-set-9558-1/,,[],[],[],,['9558stk01'],['871892'],,,,,Stickers,,,,
3021,Plate 2 x 3,14,1962,2025,https://rebrickable.com/parts/3021/plate-2-x-3/,https://cdn.rebrickable.com/media/parts/elements/302126.jpg,[],[],[],,['3021'],['960521'],['3021'],['3021'],['3021'],,Plates,2,3,,
30414,Brick Special 1 x 4 with 4 Studs on One Side,5,2000,2025,https://rebrickable.com/parts/30414/brick-special-1-x-4-with-4-studs-on-one-side/,https://cdn.rebrickable.com/media/parts/elements/4211636.jpg,[],[],[],,['30414'],['638340'],['30414'],['30414'],['30414'],,Bricks Special,1,4,,
3666,Plate 1 x 6,14,1977,2025,https://rebrickable.com/parts/3666/plate-1-x-6/,https://cdn.rebrickable.com/media/parts/elements/366626.jpg,"['3666pr0001', '3666pr0002', '3666pr0003', '3666pr0004']",[],[],,['3666'],['804561'],['3666'],['3666'],['3666'],,Plates,1,6,,
17485,"Brick Round 2 x 2, Pin Holes",20,2015,2025,https://rebrickable.com/parts/17485/brick-round-2-x-2-pin-holes/,https://cdn.rebrickable.com/media/parts/elements/6078985.jpg,"['17485pr9999', '17485pr0001', '17485pr0009', '17485pr0006', '17485pr0008', '17485pr0010', '17485pr0011', '17485pr0012', '17485pr0003', '17485pr0007', '17485pr0002', '17485pr0018', '17485pr0019', '17485pr0013', '17485pr0014', '17485pr0015', '17485pr0016', '17485pr0017', '17485pr0005', '17485pr0004']",[],[],,['17485'],['399701'],"['17485', '79566']",['17485'],"['17485', '79566']",,Bricks Round and Cones,2,2,,
3005,Brick 1 x 1,11,1954,2025,https://rebrickable.com/parts/3005/brick-1-x-1/,https://cdn.rebrickable.com/media/parts/elements/300501.jpg,"['3005pr9996', '3005pr0003', '3005pr0006', '3005pr9993', '3005pr0026', '3005pr0002', '3005pr0014', '3005pr9995', '3005pr9994', '3005pr0024', '3005pr0033', '3005pr0029', '3005pr9975', '3005pr9989', '3005pr9985', '3005pr9891', '3005pr9905', '3005pr9977', '3005pr9979', '3005pr9998', '3005pr9987', '3005pr9940', '3005pr9959', '3005pr9938', '3005pr9983', '3005pr9914', '3005pr9894', '3005pr9973', '3005pr9897', '3005pr9954', '3005pr9927', '3005pr9930', '3005pr9943', '3005pr9997', '3005pr9935', '3005pr9922', '3005pr9957', '3005pr9933', '3005pr9971', '3005pr9981', '3005pr9946', '3005pr9900', '3005pr9908', '3005pr9961', '3005pr9950', '3005pr9992', '3005pr0030', '3005pr9888', '3005pr9948', '3005pr9917', '3005pr9911', '3005pr0023', '3005pr0004', '3005pr0001', '3005pr9986', '3005pr0063', '3005pr9982', '3005pr0031', '3005pr0027', '3005pr9865', '3005pr0017', '3005pr0040', '3005pr0039', '3005pr0060', '3005pr9881', '3005pr9880', '3005pr9879', '3005pr9878', '3005pr9877', '3005pr0018', '3005pr9876', '3005pr9875', '3005pr9873', '3005pr9874', '3005pr9910', '3005pr9999', '3005pr9939', '3005pr9974', '3005pr9934', '3005pr9890', '3005pr9976', '3005pr9923', '3005pr9893', '3005pr9967', '3005pr0013', '3005pr9962', '3005pr9907', '3005pr9902', '3005pr9887', '3005pr9980', '3005pr9958', '3005pr9913', '3005pr9901', '3005pr9966', '3005pr9988', '3005pr9969', '3005pr0012', '3005pr9972', '3005pr9896', '3005pr9929', '3005pr9945', '3005pr9924', '3005pr9984', '3005pr9926', '3005pr9990', '3005pr9964', '3005pr9899', '3005pr0008', '3005pr0007', '3005pr9916', '3005pr9970', '3005pr9978', '3005pr9947', '3005pr0009', '3005pr9963', '3005pr9937', '3005pr9956', '3005pr9960', '3005pr9942', '3005pr0016', '3005pr9904', '3005pr9925', '3005pr9932', '3005pr9949', '3005pr9952', '3005pr9953', '3005pr0011', '3005pr9920', '3005pr9919', '3005pr9921', '3005pr0022', '3005pr0015', '3005pr0019', '3005pr9991', '3005pr0021', '3005pr0025', '3005pr0032', '3005pr9866', '3005pr0036', '3005pr0037', '3005pr0038', '3005pr0041', '3005pr0061', '3005pr9882', '3005pr9936', '3005pr9895', '3005pr9898', '3005pr9951', '3005pr9906', '3005pr9886', '3005pr9931', '3005pr9968', '3005pr9909', '3005pr9928', '3005pr9867', '3005pr9889', '3005pr9868', '3005pr9955', '3005pr9870', '3005pr9915', '3005pr9869', '3005pr9941', '3005pr9885', '3005pr9884', '3005pr9883', '3005pr9871', '3005pr9918', '3005pr9965', '3005pr9944', '3005pr9912', '3005pr9892', '3005pr9903']",[],[],,['3005'],['656416'],"['3005', '30071', '35382']","['3005', '30071']","['3005', '30071', '35382']",,Bricks,1,1,,
3022,Plate 2 x 2,14,1962,2025,https://rebrickable.com/parts/3022/plate-2-x-2/,https://cdn.rebrickable.com/media/parts/elements/302226.jpg,[],[],[],,['3022'],['566026'],"['3022', '94148']","['3022', '94148']","['3022', '94148']",,Plates,2,2,,
18974,"Wheel Arch, Mudguard 4 x 2 1/2 x 2 1/3",36,2015,2023,https://rebrickable.com/parts/18974/wheel-arch-mudguard-4-x-2-12-x-2-13/,https://cdn.rebrickable.com/media/parts/elements/6102586.jpg,"['18974pr0001', '18974pr0002']",[],[],,['18974'],['229475'],['18974'],['18974'],['18974'],,Transportation - Land,4,2,,
3023,Plate 1 x 2,14,1962,2025,https://rebrickable.com/parts/3023/plate-1-x-2/,https://cdn.rebrickable.com/media/parts/elements/302326.jpg,"['3023pr0005', '3023pr0001', '3023pr0002', '3023pr0003', '3023pr9997', '3023pr0006', '3023pr0004', '3023pr9998', '3023pr0010', '3023pr0009', '3023pr0011']",['3023a'],[],,['3023'],['44980'],"['28653', '3023', '6225']","['28653', '3023b']","['28653', '3023', '6225']",,Plates,1,2,,
3032,Plate 4 x 6,14,1969,2025,https://rebrickable.com/parts/3032/plate-4-x-6/,https://cdn.rebrickable.com/media/parts/elements/303226.jpg,[],[],[],,['3032'],['514495'],['3032'],['3032'],['3032'],,Plates,4,6,,
11215,"Bracket 5 x 2 x 1 1/3 with Holes, Pin Bottom",5,2013,2025,https://rebrickable.com/parts/11215/bracket-5-x-2-x-1-13-with-holes-pin-bottom/,https://cdn.rebrickable.com/media/parts/elements/6028811.jpg,[],['79180'],[],,['11215'],['600784'],['11215'],['11215'],['11215'],,Bricks Special,5,2,1,
2420,Plate 2 x 2 Corner,14,1987,2025,https://rebrickable.com/parts/2420/plate-2-x-2-corner/,https://cdn.rebrickable.com/media/parts/elements/242026.jpg,[],[],[],,['2420'],['45054'],"['2420', '63325']",['2420'],"['2420', '63325']",,Plates,2,2,,
3020,Plate 2 x 4,14,1962,2025,https://rebrickable.com/parts/3020/plate-2-x-4/,https://cdn.rebrickable.com/media/parts/elements/302026.jpg,[],['3020a'],['3709'],,['3020'],['80025'],"['3020', '5584']",['3020'],"['3020', '5584']",,Plates,2,4,,
64799,Plate Special 4 x 4 with 2 x 2 Opening,9,2009,2025,https://rebrickable.com/parts/64799/plate-special-4-x-4-with-2-x-2-opening/,https://cdn.rebrickable.com/media/parts/elements/4612621.jpg,['64799pr0001'],[],[],,['64799'],['154850'],['64799'],['64799'],['64799'],,Plates Special,4,4,,
