part_num,part_name,part_cat_id,year_from,year_to,part_url,part_img_url,prints,molds,alternates,print_of,external_ids.BrickLink,external_ids.BrickOwl,external_ids.Brickset,external_ids.LDraw,external_ids.LEGO,external_ids.Peeron,category_name,dim1,dim2,dim3,bracket_info
3020,Plate 2 x 4,14,1962,2025,https://rebrickable.com/parts/3020/plate-2-x-4/,https://cdn.rebrickable.com/media/parts/elements/302026.jpg,[],['3020a'],['3709'],,['3020'],['80025'],"['3020', '5584']",['3020'],"['3020', '5584']",,Plates,2,4,,
3021,Plate 2 x 3,14,1962,2025,https://rebrickable.com/parts/3021/plate-2-x-3/,https://cdn.rebrickable.com/media/parts/elements/302126.jpg,[],[],[],,['3021'],['960521'],['3021'],['3021'],['3021'],,Plates,2,3,,
4081b,"Plate Special 1 x 1 with Clip Light, Bar Hole [Thick Ring]",9,1984,2025,https://rebrickable.com/parts/4081b/plate-special-1-x-1-with-clip-light-bar-hole-thick-ring/,https://cdn.rebrickable.com/media/parts/elements/408126.jpg,[],[],['4081a'],,['4081b'],['194287'],"['4018', '4081', '41632']",['4081b'],"['4081', '41632']",,Plates Special,1,1,,Thick Ring
60470a,Plate Special 1 x 2 with Clips Horizontal [Thick U-Clips],9,2007,2013,https://rebrickable.com/parts/60470a/plate-special-1-x-2-with-clips-horizontal-thick-u-clips/,https://cdn.rebrickable.com/media/parts/ldraw/71/60470a.png,[],['60470b'],[],,['60470'],['20393'],['60470'],['60470a'],['60470'],['60470'],Plates Special,1,2,,Thick U-Clips
3710,Plate 1 x 4,14,1976,2025,https://rebrickable.com/parts/3710/plate-1-x-4/,https://cdn.rebrickable.com/media/parts/elements/371026.jpg,"['3710pr0003', '3710pr0001', '3710pr0002']",[],[],,['3710'],['515555'],['3710'],['3710'],['3710'],,Plates,1,4,,
3957a,Antenna 1 x 4 with Rounded Top,32,1979,2019,https://rebrickable.com/parts/3957a/antenna-1-x-4-with-rounded-top/,https://cdn.rebrickable.com/media/parts/ldraw/0/3957a.png,[],['3957b'],[],,['3957'],['239363'],"['30064', '3957', '54413']",['3957a'],"['30064', '3957', '54413']",['3957'],"Bars, Ladders and Fences",1,4,,
6141,Plate Round 1 x 1 with Solid Stud,21,1980,2025,https://rebrickable.com/parts/6141/plate-round-1-x-1-with-solid-stud/,https://cdn.rebrickable.com/media/parts/elements/614126.jpg,[],[],['85861'],,['4073'],['961948'],"['15570', '30057', '34823', '39799', '44325', '6141']","['4073', '6141']","['15570', '30057', '34823', '39799', '44325', '51809', '6141']",['4073'],Plates Round Curved and Dishes,1,1,,
54200,Slope 30° 1 x 1 x 2/3 (Cheese Slope),3,2004,2025,https://rebrickable.com/parts/54200/slope-30-1-x-1-x-23-cheese-slope/,https://cdn.rebrickable.com/media/parts/elements/4263949.jpg,"['54200pr0004', '54200pr0005', '54200pr0003', '54200pr0001', '54200pr0006', '54200pr0007', '54200pr0013', '54200pr0014', '54200pr0017', '54200pr0015', '54200pr0016', '54200pr0010', '54200pr0008', '54200pr0020', '54200pr0018', '54200pr0022', '54200pr0019', '54200pr0021', '54200pr0027', '54200pr0023', '54200pr0024', '54200pr0025', '54200pr0026', '54200pr0028', '54200pr0009', '54200pr0029', '54200pr0002']",[],[],,['54200'],['158788'],"['18862', '33847', '35338', '50746', '54200', '63290']",['54200'],"['18862', '33847', '35338', '50746', '54200', '63290']",,Bricks Sloped,1,1,2/3,
3022,Plate 2 x 2,14,1962,2025,https://rebrickable.com/parts/3022/plate-2-x-2/,https://cdn.rebrickable.com/media/parts/elements/302226.jpg,[],[],[],,['3022'],['566026'],"['3022', '94148']","['3022', '94148']","['3022', '94148']",,Plates,2,2,,
4592,Lever Small Base,32,2001,2004,https://rebrickable.com/parts/4592/lever-small-base/,https://cdn.rebrickable.com/media/parts/ldraw/1/4592.png,[],[],[],,['4592'],['41121'],,['4592'],"['298', '4592']",,"Bars, Ladders and Fences",,,,
