part_id,color,x,y,z,a,b,c,d,e,f,g,h,i,part,part_name,part_cat_id,year_from,year_to,category_name,dim1,dim2,dim3,bracket_info
27,15,40.0,-8.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3020,Plate 2 x 4,14.0,1962.0,2025.0,Plates,2.0,4.0,,
28,71,0.0,-16.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,64799,Plate Special 4 x 4 with 2 x 2 Opening,9.0,2009.0,2025.0,Plates Special,4.0,4.0,,
29,0,-50.0,-16.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3070b,Tile 1 x 1 with Groove,19.0,1976.0,2025.0,Tiles,1.0,1.0,,
30,0,50.0,-16.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3070b,Tile 1 x 1 with Groove,19.0,1976.0,2025.0,Tiles,1.0,1.0,,
31,0,-50.0,-16.0,-10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,2431,Tile 1 x 4 with Groove,19.0,1987.0,2025.0,Tiles,1.0,4.0,,
32,0,50.0,-16.0,-10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,2431,Tile 1 x 4 with Groove,19.0,1987.0,2025.0,Tiles,1.0,4.0,,
33,15,0.0,-24.0,40.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3023,Plate 1 x 2,14.0,1962.0,2025.0,Plates,1.0,2.0,,
34,15,0.0,-24.0,-40.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3023,Plate 1 x 2,14.0,1962.0,2025.0,Plates,1.0,2.0,,
35,19,0.0,-32.0,40.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3023,Plate 1 x 2,14.0,1962.0,2025.0,Plates,1.0,2.0,,
36,19,0.0,-32.0,-40.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3023,Plate 1 x 2,14.0,1962.0,2025.0,Plates,1.0,2.0,,
37,0,30.0,-24.0,30.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,99207,Bracket 1 x 2 - 2 x 2 Inverted,9.0,2012.0,2025.0,Plates Special,1.0,2.0,,
38,0,-30.0,-24.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,99207,Bracket 1 x 2 - 2 x 2 Inverted,9.0,2012.0,2025.0,Plates Special,1.0,2.0,,
39,0,-30.0,-24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3070b,Tile 1 x 1 with Groove,19.0,1976.0,2025.0,Tiles,1.0,1.0,,
40,0,30.0,-24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3070b,Tile 1 x 1 with Groove,19.0,1976.0,2025.0,Tiles,1.0,1.0,,
41,0,30.0,-24.0,-30.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,99207,Bracket 1 x 2 - 2 x 2 Inverted,9.0,2012.0,2025.0,Plates Special,1.0,2.0,,
42,0,-30.0,-24.0,-30.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,99207,Bracket 1 x 2 - 2 x 2 Inverted,9.0,2012.0,2025.0,Plates Special,1.0,2.0,,
43,0,-30.0,-24.0,-60.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3024,Plate 1 x 1,14.0,1962.0,2025.0,Plates,1.0,1.0,,
44,0,30.0,-24.0,-60.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3024,Plate 1 x 1,14.0,1962.0,2025.0,Plates,1.0,1.0,,
45,70,-30.0,-32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,32124,"Technic Plate 1 x 5 with Smooth Ends, 4 Studs and Centre Axle Hole",26.0,1997.0,2025.0,Technic Special,1.0,5.0,,
46,70,30.0,-32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,32124,"Technic Plate 1 x 5 with Smooth Ends, 4 Studs and Centre Axle Hole",26.0,1997.0,2025.0,Technic Special,1.0,5.0,,
47,70,-30.0,-56.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3040b,Slope 45° 2 x 1 with Bottom Pin,3.0,1978.0,2025.0,Bricks Sloped,2.0,1.0,,
48,70,30.0,-56.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3040b,Slope 45° 2 x 1 with Bottom Pin,3.0,1978.0,2025.0,Bricks Sloped,2.0,1.0,,
49,19,-10.0,-64.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6091,Brick Curved 1 x 2 x 1 1/3 with Curved Top,37.0,1992.0,2025.0,Bricks Curved,1.0,2.0,1,
50,19,10.0,-64.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6091,Brick Curved 1 x 2 x 1 1/3 with Curved Top,37.0,1992.0,2025.0,Bricks Curved,1.0,2.0,1,
51,4,0.0,-56.0,90.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3022,Plate 2 x 2,14.0,1962.0,2025.0,Plates,2.0,2.0,,
52,0,0.0,-40.0,120.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3710,Plate 1 x 4,14.0,1976.0,2025.0,Plates,1.0,4.0,,
53,0,0.0,-14.0,154.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,30414,Brick Special 1 x 4 with 4 Studs on One Side,5.0,2000.0,2025.0,Bricks Special,1.0,4.0,,
54,71,0.0,-14.0,162.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,32028,Plate Special 1 x 2 with Door Rail,9.0,1997.0,2025.0,Plates Special,1.0,2.0,,
55,15,-30.0,-14.0,170.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,6091,Brick Curved 1 x 2 x 1 1/3 with Curved Top,37.0,1992.0,2025.0,Bricks Curved,1.0,2.0,1,
56,15,-30.0,-14.0,170.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,75895,Sticker Sheet for Set 9558-1,58.0,2012.0,2012.0,Stickers,,,,
57,15,30.0,-14.0,170.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,6091,Brick Curved 1 x 2 x 1 1/3 with Curved Top,37.0,1992.0,2025.0,Bricks Curved,1.0,2.0,1,
58,15,30.0,-14.0,170.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,75895,Sticker Sheet for Set 9558-1,58.0,2012.0,2012.0,Stickers,,,,
59,0,50.0,-14.0,138.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,3024,Plate 1 x 1,14.0,1962.0,2025.0,Plates,1.0,1.0,,
60,0,-50.0,-14.0,138.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,3024,Plate 1 x 1,14.0,1962.0,2025.0,Plates,1.0,1.0,,
61,15,0.0,-14.0,170.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,92593,Plate Special 1 x 4 with 2 Studs,9.0,2011.0,2021.0,Plates Special,1.0,4.0,,
62,0,-30.0,-14.0,178.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,3024,Plate 1 x 1,14.0,1962.0,2025.0,Plates,1.0,1.0,,
63,0,30.0,-14.0,178.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,3024,Plate 1 x 1,14.0,1962.0,2025.0,Plates,1.0,1.0,,
64,71,0.0,4.0,144.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,3794b,Plate Special 1 x 2 with 1 Stud with Groove (Jumper),9.0,2005.0,2017.0,Plates Special,1.0,2.0,,
65,71,-30.0,4.0,144.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,25269,Tile Round 1 x 1 Quarter,67.0,2016.0,2025.0,Tiles Round and Curved,1.0,1.0,,
66,0,30.0,4.0,144.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,32828,Plate Round 1 x 1 with Hollow Stud and Horizontal Bar 1L,9.0,2017.0,2025.0,Plates Special,1.0,1.0,,
67,15,0.0,-32.0,150.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,18980,Plate Round Corners 2 x 6 Double,21.0,2015.0,2025.0,Plates Round Curved and Dishes,2.0,6.0,,
68,4,0.0,-40.0,150.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,18980,Plate Round Corners 2 x 6 Double,21.0,2015.0,2025.0,Plates Round Curved and Dishes,2.0,6.0,,
69,15,0.0,-40.0,160.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,85984,Slope 30° 1 x 2 x 2/3,3.0,2009.0,2025.0,Bricks Sloped,1.0,2.0,2/3,
70,15,0.0,-50.0,160.0,-1.0,0.0,0.0,0.0,0.857,-0.514,0.0,-0.514,-0.857,75895,Sticker Sheet for Set 9558-1,58.0,2012.0,2012.0,Stickers,,,,
71,15,-30.0,-48.0,130.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023,Plate 1 x 2,14.0,1962.0,2025.0,Plates,1.0,2.0,,
72,15,30.0,-48.0,130.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023,Plate 1 x 2,14.0,1962.0,2025.0,Plates,1.0,2.0,,
73,15,-30.0,-40.0,160.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,54200,Slope 30° 1 x 1 x 2/3 (Cheese Slope),3.0,2004.0,2025.0,Bricks Sloped,1.0,1.0,2/3,
74,15,30.0,-40.0,160.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,54200,Slope 30° 1 x 1 x 2/3 (Cheese Slope),3.0,2004.0,2025.0,Bricks Sloped,1.0,1.0,2/3,
75,15,0.0,-56.0,130.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3020,Plate 2 x 4,14.0,1962.0,2025.0,Plates,2.0,4.0,,
76,15,-50.0,-40.0,130.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,11477,Slope Curved 2 x 1 No Studs [1/2 Bow],37.0,2013.0,2025.0,Bricks Curved,2.0,1.0,,1/2 Bow
77,15,50.0,-40.0,130.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,11477,Slope Curved 2 x 1 No Studs [1/2 Bow],37.0,2013.0,2025.0,Bricks Curved,2.0,1.0,,1/2 Bow
78,15,50.0,-48.0,60.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,54200,Slope 30° 1 x 1 x 2/3 (Cheese Slope),3.0,2004.0,2025.0,Bricks Sloped,1.0,1.0,2/3,
79,15,-50.0,-48.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,54200,Slope 30° 1 x 1 x 2/3 (Cheese Slope),3.0,2004.0,2025.0,Bricks Sloped,1.0,1.0,2/3,
80,15,0.0,-64.0,90.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3031,Plate 4 x 4,14.0,1970.0,2025.0,Plates,4.0,4.0,,
81,15,40.0,-56.0,-90.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,18974,"Wheel Arch, Mudguard 4 x 2 1/2 x 2 1/3",36.0,2015.0,2023.0,Transportation - Land,4.0,2.0,,
82,15,-40.0,-56.0,-90.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,18974,"Wheel Arch, Mudguard 4 x 2 1/2 x 2 1/3",36.0,2015.0,2023.0,Transportation - Land,4.0,2.0,,
83,15,0.0,-56.0,-50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3001,Brick 2 x 4,11.0,1979.0,2025.0,Bricks,2.0,4.0,,
84,0,0.0,-24.0,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3829c01,Steering Stand 1 x 2 with Black Steering Wheel,36.0,1978.0,2025.0,Transportation - Land,1.0,2.0,,
85,0,0.0,0.0,-150.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18980,Plate Round Corners 2 x 6 Double,21.0,2015.0,2025.0,Plates Round Curved and Dishes,2.0,6.0,,
86,0,0.0,-24.0,-160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4865b,Panel 1 x 2 x 1 [Rounded Corners],23.0,2008.0,2025.0,Panels,1.0,2.0,1,Rounded Corners
87,0,-30.0,-24.0,-130.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32000,Technic Brick 1 x 2 [2 Pin Holes],8.0,1996.0,2025.0,Technic Bricks,1.0,2.0,,2 Pin Holes
88,0,-10.0,-24.0,-130.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32000,Technic Brick 1 x 2 [2 Pin Holes],8.0,1996.0,2025.0,Technic Bricks,1.0,2.0,,2 Pin Holes
89,0,10.0,-24.0,-130.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32000,Technic Brick 1 x 2 [2 Pin Holes],8.0,1996.0,2025.0,Technic Bricks,1.0,2.0,,2 Pin Holes
